"Sample" "Par" "Lat" "Long" "Landuse" "Succession" "Stage" "Ecosystem_type" "Date.collected" "Parent_material" "Distance" "Soil_water" "BD" "pH" "P" "K" "Mg" "Ca" "Al" "Fe" "Tot_C" "Tot_N" "C.N" "d15N" "d13C" "C.stock" "NH4" "NO3" "N_min" "NH4_t28" "NO3_t28" "N_min_t28" "NH4_mineralized" "NO3_mineralized" "N_min_mineralized" "Klimatnr.precip" "MAT" "MAP" "LDMC" "Leaf_C.N" "Litter_C" "Litter_C.N" "Litter_N" "Litter_P" "LN" "Leaf_lignin" "Lignin.N" "Basal_resp" "Glycine_resp" "Lignin_resp" "AY_resp" "OA_resp" "Glucose_resp" "Chitin_resp" "No_genomes" "Copy_16S" "AGS" "Max_GR" "abundance_16S" "abundance_ITS" "FB_abundance"
"127" "Sample_127" 73 59.5731599265126 12.5012701153497 "Grazed grassland" "Managed" 1 "Grassland" "02-sep" "Moraine" 4840.74404741742 50.2835930511586 1.18398195837016 5.5 2.8 15.1 12.9 73 44 36 2.83 0.219 12.9 5.49 -28.6 NA 4 4.9 8.9 23 10 33.1 19 5.1 24.2 92400 6.18302855273 700.64148098 510.300906165883 23.5168492170875 NA 33.05 NA NA 22.4493234525174 NA NA 1.029 5.88138456515859 2.64885611731794 2.84139345819681 6.12984113721458 8.29059644142254 0.142024951610959 460.4981384 3.023761292 2.797449094 0.266712257 3.54029243353655 2.26869340937528 0.64082090730256
"128" "Sample_128" 74 59.5335458332827 12.543772509397 "Forest" "Forest" 4 "Forest" "02-sep" "Moraine" 5543.47851280325 72.8510485933071 0.559681065882876 4.1 4.1 15 6.9 40 26 13 9.21 0.307 30 -0.32 -27.87 NA 12.4 0.4 12.8 122.9 0 122.9 110.5 -0.4 110.1 92400 6.18302855273 700.64148098 500.66245883882 35.105414843783 561.146128068499 95.08 7.92036666666667 0.724569788968471 15.3426623581319 166.466242210395 10.8498928233381 1.571 2.10812642415078 2.77390106190952 2.73367576947491 10.4482334636183 2.14329254328972 0.110286975243324 481.0104061 2.020904045 2.889064732 0.219375941 3.14263203428022 2.71347580518244 0.863440509605805
"129" "Sample_129" 74 59.5756652689865 12.4913435767972 "Abandoned grassland" "Recent" 2 "Grassland" "02-sep" "Moraine" 5543.47851280325 58.0181367928782 0.982108491327398 5.1 3.5 18.9 15.6 84 64 38 5.36 0.395 13.6 3.78 -28.87 NA 9.9 10.8 20.7 100.1 25.6 125.7 90.2 14.8 105 92400 6.18302855273 700.64148098 449.920387827157 17.7516966912828 429.374567688649 NA 15.1204494047619 1.03141880395224 30.9498404381135 67.9018855134577 2.19393329827443 0.547 0.655604817658379 1.58041840069279 2.25873261303955 1.53472832817952 2.74120776115619 -0.0101809707965573 357.302181 3.031035124 2.951339667 0.205120337 4.56836185254688 3.26120993934808 0.713868569218076
"130" "Sample_130" 75 59.1213888888889 12.1461111111111 "Forest" "Forest" 4 "Forest" "03-sep" "Moraine" 3013.16958676202 NA NA 4.1 4.9 17.7 12.7 35 74 63 17 0.557 30.5 -0.63 -27.81 NA 15.5 0.2 15.7 52.2 0 52.2 36.7 -0.2 36.5 92130 6.17849336679 748.711844914 508.881011765982 37.289169416857 554.938346346564 122 7.52998743386243 0.657556749427902 14.1825319888842 157.248303570225 11.0874633452949 5.746 5.88660244456232 7.94326098786944 9.72223061329004 28.5885812846068 19.0628035059044 0.111040797066656 729.0244951 1.993230882 2.6063902 0.211749515 4.21935308631348 3.23261399087815 0.766139719703463
"131" "Sample_131" 75 59.1352777777778 12.1008333333333 "Grazed arable field" "Managed" 1 "Grassland" "03-sep" "Moraine" 3013.16958676202 33.7782337946825 1.10655103950444 5.7 1.9 9.1 5.7 80 61 15 3.94 0.307 12.8 6.04 -28.86 NA 15 5.5 20.5 60.7 26.3 87 45.7 20.8 66.5 92130 6.17849336679 748.711844914 454.708192388453 19.0430706931913 449.15834844183 34.9 22.9275694082661 NA 27.4510291953407 50.9385416666667 1.85561500460291 0.475 2.20566003818917 2.33077786185148 3.21782544619829 2.43577904734266 5.69143239873789 0.234611160757813 556.597734 2.288311976 2.923186353 0.193676013 4.99704667308664 3.65181468023027 0.730794591112868
"132" "Sample_132" 76 59.1183333333333 12.1466666666667 "Forest" "Forest" 4 "Forest" "03-sep" "Moraine" 5278.83624590938 NA NA 4.2 5.7 20.8 20.6 68 65 47 17.7 0.587 30.2 -1.22 -27.96 NA 12.8 0.2 13 38.2 0 38.2 25.4 -0.2 25.2 92130 6.17849336679 748.711844914 505.432358318206 39.2920610970926 561.146128068499 114.25 6.98613333333333 0.613139577936941 13.1114753736412 166.466242210395 12.6962250598474 2.701 4.8593872624449 8.06652843675761 12.3068997723784 18.3004339232796 13.8816884805292 2.08101011288275 NA NA NA NA 4.2766947707689 3.30959812095238 0.773868208592626
"133" "Sample_133" 76 59.1369444444444 12.0616666666667 "Grazed former arable field" "Managed" 1 "Grassland" "03-sep" "Moraine" 5278.83624590938 44.3750652685216 0.996866643866309 5.4 2.2 11.9 7.1 70 97 22 5.1 0.396 12.9 4.3 -28.63 NA 13.2 40.6 53.8 25.7 25.4 51.1 12.5 -15.2 -2.7 92130 6.17849336679 748.711844914 451.454454881791 20.3028008123539 420.213846798449 34.9 12.804639788284 2.91632396794335 26.1819039654936 55.6885712452264 2.12698707162859 0.503 3.58259076370459 2.31480583228343 3.63307911088632 3.62724557352362 8.27748622143655 0.516945312004086 NA NA NA NA 4.95540857024415 3.93473156710669 0.794027679318645
"134" "Sample_134" 77 59.1152777777778 12.1527777777778 "Forest" "Forest" 4 "Forest" "03-sep" "Peat" 5889.37522358388 841.155988857939 0.0810428567719885 3.9 12.5 54.7 60.6 97 11 4 47.9 1.22 39.3 -2.43 -28.9 NA 112.5 0.6 113.1 79.4 0 79.4 -33.1 -0.6 -33.7 92040 6.17849336679 842.2869468 507.892127007051 39.4142291291464 561.146128068499 122 7.23075 0.60225780575451 13.2264946056815 166.466242210395 12.5858171173252 4.416 0.182048431798146 8.29511348171878 12.0269262624186 28.8597495204139 15.6107145357722 0.974064393845809 NA NA NA NA 5.0127303984423 4.40015844128389 0.877796747786642
"135" "Sample_135" 77 59.1380555555556 12.0597222222222 "Abandoned grassland" "Recent" 2 "Grassland" "03-sep" "Moraine" 5889.37522358388 31.2542826755412 0.983716932426285 5.5 4.3 7.3 6.3 54 77 17 2.8 0.22 12.7 5.74 -28.86 NA 6.7 4.6 11.3 34.4 20.6 55 27.7 16 43.7 92130 6.17849336679 748.711844914 463.651582751553 19.5099608283967 459.172408445803 NA 14.1396770833333 0.575988089855116 27.6046320794374 78.7987095138435 2.85454663141627 0.584 0.596927191933891 2.91866663902208 4.51918720489951 3.72068584916114 6.06609042502481 0.14304600025465 NA NA NA NA 4.82161190526824 3.35960210289968 0.696779867170329
"136" "Sample_136" 78 58.2258333333333 12.2452777777778 "Forest" "Forest" 4 "Forest" "04-sep" "Moraine" 3650.53306823298 255.7 0.13 4 5.5 29.2 32.2 44 18 5 29.9 0.871 34.3 -2.3 -28.58 38.9 64 0 64 228.6 0 228.6 164.6 0 164.6 82190 7.66566112106 865.1853035 504.202473973784 39.2309770810657 561.146128068499 110.375 6.863825 0.618580464028157 13.053965757621 166.466242210395 12.7521586390872 2.801 13.9077478755188 15.2343636022067 17.2372918925144 28.8253904336048 13.1035123852765 -2.10395140052817 472.3155105 3.325563675 2.717458503 0.208678827 4.07878013993617 3.1210637039431 0.765195376280308
"137" "Sample_137" 78 58.2272222222222 12.1830555555556 "Abandoned arable field" "Recent" 2 "Grassland" "04-sep" "Glacial clay" 3650.53306823298 56.3 1.09 5.2 3.9 22.8 33.5 92 38 41 3.78 0.332 11.4 3.54 -27.77 41.2 6.1 15.5 21.6 132.6 35.9 168.5 126.5 20.4 146.9 82190 7.66566112106 865.1853035 459.207806369031 20.4925523662088 465.563286734464 NA 8.81116666666667 2.19708225812805 25.2582322060428 60.8077173327385 2.40744153576159 0.621 1.39185508350727 2.06554969733441 5.63002435304612 2.23298608932321 6.03590379864476 0.614717060937941 440.1973185 2.72566277 2.798176064 0.216283369 4.70276970937158 2.77883649414416 0.590893593748925
"138" "Sample_138" 79 58.2183333333333 12.2394444444444 "Forest" "Forest" 4 "Forest" "04-sep" "Glacial clay" 4661.64428353414 160.750132065504 0.213668701767931 4.5 11.4 45.3 28.3 32 251 66 38.5 1.631 23.6 0.38 -27.97 NA 106.2 0 106.2 285.4 0.3 285.7 179.2 0.3 179.5 82190 7.66566112106 865.1853035 495.191884631144 33.8728427370465 552.544716195155 85.015 8.34088993710692 0.814822824388624 16.1092525174505 136.812435592751 8.49278608331133 1.312 3.68445649744379 3.46674075504486 8.13610056507061 9.33257969203871 9.89589117368643 1.177823252669 725.8318442 1.695602705 3.253568466 0.190807541 4.99267552379065 4.22867924597618 0.846976581158951
"139" "Sample_139" 79 58.2166666666667 12.16 "Former open land" "Late" 3 "Grassland" "04-sep" "Glacial clay" 4661.64428353414 32.7 1.21 4.3 5.1 15.9 19.5 52 84 91 7.83 0.573 13.7 2.62 -27.9 94.7 11.6 63.3 74.9 97.8 84.5 182.3 86.2 21.2 107.4 82030 7.66566112106 1036.77304369 449.051556882596 19.6223483110106 467.101554749552 39.68 13.3321057692308 0.626851842396536 23.6946031943656 75.2119110016103 3.17422116693201 0.848 2.44083644703467 2.92138566888583 3.36613483563897 1.69977545764479 6.92449962844945 0.121053813723751 696.2043271 2.339602114 2.650528772 0.194759414 4.57324375680047 3.12654270029547 0.683659753680581
"140" "Sample_140" 80 57.7908333333333 13.1302777777778 "Forest" "Forest" 4 "Forest" "07-sep" "Moraine" 3627.49019921422 38.1834545863647 0.752468251630169 5.7 1.7 12.3 19.2 175 59 17 2.98 0.215 13.9 5.05 -28.56 NA 13.4 48.7 62.1 16.2 79.3 95.5 2.8 30.6 33.4 73480 6.26236352832 968.270976919 505.581996216509 35.3497509078905 561.146128068499 110.58 8.4096 0.702806244603608 15.5727008222125 166.466242210395 10.6896192324553 0.562 7.13001415426162 3.74438032038485 7.07495677828634 8.32039687119522 8.76106495231322 0.828062482617309 NA NA NA NA 4.61371435528241 3.23117096576315 0.700340488583491
"141" "Sample_141" 80 57.8091666666667 13.0797222222222 "Abandoned grassland" "Recent" 2 "Grassland" "07-sep" "Moraine" 3627.49019921422 7.59382081779123 1.37874442265994 5.6 3.1 6.1 3.1 16 36 5 0.7 0.046 15.2 4.28 -28.32 NA 2.6 2.6 5.2 0.5 13.6 14.1 -2.1 11 8.9 73480 6.26236352832 968.270976919 452.076977582163 22.3034873681802 427.252770588738 78.45 11.2832228444907 0.60225780575451 23.8680092966401 68.8701774586279 2.88545963773874 0.17 0.861201431285438 1.16670375553709 0.782366587278452 0.839567235773829 1.13183348184825 0.0205724887838804 NA NA NA NA 4.78835042883297 3.59413142814138 0.750599080321979
"142" "Sample_142" 81 57.7947222222222 13.1361111111111 "Forest" "Forest" 4 "Forest" "07-sep" "Moraine" NA NA NA 5.2 2.5 13.9 22.2 196 75 41 8.48 0.82 10.3 6.57 -27.72 NA 6.2 63 69.2 139.4 60.8 200.2 133.2 -2.2 131 73480 6.26236352832 968.270976919 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.81798797233066 3.35256067989091 0.695842475976364
"143" "Sample_143" 82 57.9763888888889 13.4477777777778 "Forest" "Forest" 4 "Forest" "07-sep" "Moraine" 5942.63876795822 64.8553765547091 0.623397908010714 5.4 1.9 6.6 13.4 248 50 37 8.37 0.546 15.3 5.71 -27.7 NA 4.1 8.5 12.6 120.9 20.5 141.4 116.8 12 128.8 83050 6.53006262812 757.423469554 482.922737215622 32.4897071604001 491.665285578242 83.25 6.57681571637427 0.652633056666312 16.101588878403 45.8168373921508 2.84548548209455 NA NA NA NA NA NA NA 304.227823 2.540309026 2.839632784 0.187035416 4.8235806136901 3.86533559356776 0.801341555813811
"144" "Sample_144" 82 58.0261111111111 13.4844444444444 "Abandoned arable field" "Recent" 2 "Grassland" "07-sep" "Moraine" 5942.63876795822 211.59266152619 0.212257788523293 5 11 31.4 20.3 688 19 317 38.3 2.89 13.3 2.79 -28.73 81.3 143.8 429.4 573.2 207.9 307.7 515.6 64.1 -121.7 -57.6 83540 7.5346296951 657.67167519 449.029309764209 22.9837922759952 416.154313856074 64.9 6.65328571428572 1.105 23.6268036251535 64.9449987165846 2.74878480165819 NA NA NA NA NA NA NA 1102.992294 2.420055171 2.780088688 0.195847485 4.06264068352659 2.7880336464922 0.686261440200033
"145" "Sample_145" 83 57.9802777777778 13.4466666666667 "Forest" "Forest" 4 "Forest" "07-sep" "Moraine" 5290.51468343567 90.8 0.71 4.7 2.4 11 5.5 40 94 98 5.67 0.294 19.3 3.73 -27.72 40.3 16.2 14.1 30.3 153.9 278.7 432.6 137.7 264.6 402.3 83050 6.53006262812 757.423469554 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 440.0503978 1.831942922 2.83764702 0.189489402 4.57869361930385 3.28002219871696 0.716366385575205
"146" "Sample_146" 83 58.0258333333333 13.4722222222222 "Abandoned grassland" "Recent" 2 "Grassland" "07-sep" "Peat" 5290.51468343567 89.7092610899277 0.693407423209636 5.2 4.2 10.4 10.5 464 38 329 24.9 1.67 14.9 3.08 -28.15 NA 18.4 128.2 146.6 4.7 379 383.8 -13.7 250.8 237.2 83050 6.53006262812 757.423469554 467.739588274978 16.5485011087703 497.775564489456 64.9 13.96515625 0.874065892331635 31.3134500733555 126.812761756232 4.04978568184464 NA NA NA NA NA NA NA 767.2177053 2.358200164 2.595751097 0.190385132 NA NA NA
"147" "Sample_147" 84 57.9844444444444 13.4594444444444 "Forest" "Forest" 4 "Forest" "07-sep" "Moraine" 4599.4032383574 133.9 0.31 4.1 7.5 32.6 27.9 146 31 43 37.6 1.49 25.2 0.13 -27.43 116.6 118.1 0.4 118.5 288.7 0.8 289.4 170.6 0.4 170.9 83050 6.53006262812 757.423469554 496.472312266416 25.3664433448663 559.371233554952 79.6277777777778 10.9948518111965 0.948477253251577 21.188544251543 151.529294174311 7.15147262480179 NA NA NA NA NA NA NA NA NA NA NA 4.57285513405694 3.37706002648566 0.738501423614878
"148" "Sample_148" 84 58.0255555555556 13.4672222222222 "Grazed arable field" "Managed" 1 "Grassland" "07-sep" "Moraine" 4599.4032383574 141.736557658046 0.42773245924436 4.3 5.5 14.7 7.5 78 60 187 19.1 1.19 16.1 4.37 -28.55 NA 56.2 123.2 179.4 227.4 149.5 376.9 171.2 26.3 197.5 83050 6.53006262812 757.423469554 441.979330749408 18.43804616829 416.154313856074 64.9 10.6276296296296 1.4525 29.1392507261201 55.9829623925561 1.92122175407803 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"149" "Sample_149" 85 57.9838888888889 13.4461111111111 "Forest" "Forest" 4 "Forest" "07-sep" "Moraine" 5221.07895559235 65.4 0.6 4.8 7.3 27.6 17.8 142 71 70 9.18 0.431 21.3 3.09 -27.75 55.1 30.1 0.6 30.7 142.8 2.6 145.4 112.7 2 114.7 83050 6.53006262812 757.423469554 495.752430917716 32.7766855487436 514.314307274479 77.745 8.14990702274975 0.797347739169589 16.4034437937934 98.7722584701871 6.02143426172251 NA NA NA NA NA NA NA 501.1226098 2.156011421 2.637709563 0.221706877 4.62831358675803 3.6693442914016 0.792803733502388
"150" "Sample_150" 85 58.0302777777778 13.4591666666667 "Grazed grassland" "Managed" 1 "Grassland" "07-sep" "Moraine" 5221.07895559235 39.8 1.25 5.9 2.1 7.7 8.6 506 24 52 7.5 0.645 11.6 4.85 -28.89 93.8 3.7 54.3 58 52.1 178.1 230.1 48.4 123.8 172.1 73070 7.17271695177 983.139091986 452.081064047278 18.9203991235815 481.086880630801 64.9 17.1549391891892 1.00341439337832 28.1493228327596 52.0503929800017 1.84908153170301 NA NA NA NA NA NA NA 485.0674823 2.568444694 2.691162462 0.182739655 NA NA NA
"151" "Sample_151" 86 57.1330555555556 13.5908333333333 "Forest" "Forest" 4 "Forest" "08-sep" "Moraine" 2986.49402090608 321.8 0.13 4.6 3 9.5 18.1 84 63 56 13.4 0.438 30.6 -0.42 -28.52 17.4 28.4 3.3 31.7 116.4 3.2 119.6 88 -0.1 87.9 73090 7.17271695177 947.126481548 502.972589629362 39.1698930650388 561.146128068499 106.5 6.74151666666667 0.624021350119373 12.9964561416008 166.466242210395 12.8085872330648 6.799 17.0120007300424 18.4491247170431 10.5918201294441 24.2327478622861 27.7225298051046 -1.68894118206405 556.7655602 2.193511618 2.770984433 0.205764365 4.52600211050079 3.27328760644354 0.723218311995298
"152" "Sample_152" 86 57.1475 13.5491666666667 "Grazed grassland" "Managed" 1 "Grassland" "08-sep" "Moraine" 2986.49402090608 62.4 1.08 5.4 3.3 10.9 8 67 61 52 4.32 0.3 14.4 4.34 -29.2 46.7 8.7 25.4 34.1 44.4 53 97.4 35.7 27.6 63.3 73090 7.17271695177 947.126481548 434.513641438942 20.1363693698141 435.459069262234 NA 11.697146875 1.95408099198584 26.4278203465596 47.547005397944 1.79912700988728 0.57 2.05123830150726 2.94468271041961 5.64640218386276 1.63391500928583 5.26196362940413 0.192743114547013 568.8273031 2.973486189 2.789028043 0.205350405 NA NA NA
"153" "Sample_153" 87 57.1328235399519 13.5840119981851 "Forest" "Forest" 4 "Forest" "08-sep" "Moraine" 3278.28435612009 42.4 1.53 4.1 2.8 14 16 35 63 72 15.9 0.614 25.9 2.88 -28.89 243.3 22.6 0 22.6 108.6 0.6 109.1 86 0.6 86.5 73090 7.17271695177 947.126481548 500.246060948049 37.442575120759 557.251956523851 106.5 6.86013311567164 0.675381138545001 13.9816146354571 151.290008021529 10.8206392441872 1.483 8.86633382342211 6.78863261912334 8.56710807667829 10.2118287408794 9.72009663622025 0.688560109139741 NA NA NA NA 4.17412308124692 3.23325545659027 0.774595140980945
"154" "Sample_154" 87 57.1369444444444 13.5302777777778 "Grazed arable field" "Managed" 1 "Grassland" "08-sep" "Moraine" 3278.28435612009 49.6 1.26 4.8 5.4 33.2 30.5 323 153 57 36.8 2.24 16.4 2.86 -28.95 463.7 28.9 173.9 202.8 411.5 129.3 540.8 382.6 -44.6 338 73090 7.17271695177 947.126481548 431.242501588547 21.180535293354 434.629929298016 NA 10.2522958333333 1.19583333333333 26.3016984660927 57.1384846151366 2.17242565870024 1.05 5.51756091793565 4.07997513167683 14.403462734215 3.23247772033394 12.7049611014202 -0.301994619151272 NA NA NA NA 4.6245621758883 3.09707309105967 0.66970082210318
"155" "Sample_155" 88 57.1294444444444 13.5841666666667 "Forest" "Forest" 4 "Forest" "08-sep" "Moraine" 4012.10207467962 192.8 0.48 4 3.8 22.8 27.7 60 41 28 25.7 0.805 31.9 -0.96 -27.9 123.4 43.8 0.3 44.1 122.2 2.9 125.2 78.4 2.6 81.1 73090 7.17271695177 947.126481548 496.82316790725 38.8644729849044 561.146128068499 87.125 6.129975 0.651225780575451 12.7089080615 166.466242210395 13.0983906252877 3.543 31.8225119681913 32.8962164348777 58.8835727075935 41.8989320255158 47.0719603701836 2.34379139505766 757.6231479 1.997246502 2.711620158 0.229701507 4.32659527469673 3.61774928190115 0.836165403096255
"156" "Sample_156" 88 57.1302777777778 13.5177777777778 "Former open land" "Late" 3 "Grassland" "08-sep" "Moraine" 4012.10207467962 39.4 0.67 4.8 3.4 13.6 7 18 98 70 9.07 0.552 16.4 3.93 -28.47 60.8 55 11.2 66.2 180.9 0.2 181.1 125.9 -11 114.9 73090 7.17271695177 947.126481548 476.585604357555 21.5222012352006 477.662782244728 61.4566137566137 8.00731770833333 0.691866455484385 22.1443166837733 126.812761756232 5.72665047954074 0.418 10.7678972761196 5.1847336117189 11.4685802299739 13.5566405347193 15.303261088047 1.55084269742219 366.2669355 2.891778299 3.138691999 0.19508792 4.59918864483431 3.44365998445378 0.748753802112817
"157" "Sample_157" 89 56.227946095569 13.1719045743149 "Forest" "Forest" 4 "Forest" "08-sep" "Moraine" 1969.63599921093 38.9 0.66 4.3 6.6 15.6 9 34 83 72 5.2 0.38 13.7 2.41 -28.55 34.3 27.2 71.4 98.6 125.3 114.1 239.4 98.1 42.7 140.8 63070 8.20912320898 785.663046421 493.785071686296 23.9527563969353 497.775564489456 63.3 11.9036964285714 1.05122840549964 23.1465689770886 126.812761756232 5.47868506480404 0.788 2.73229433912155 3.03864087735969 9.53379865929359 4.58193288676126 4.67215760629101 0.204989563272358 598.726368 2.627469947 2.919544375 0.221897118 4.4423762865467 3.21621044779089 0.723984246343756
"158" "Sample_158" 89 56.2392948814306 13.1963275419012 "Former open land" "Late" 3 "Grassland" "08-sep" "Moraine" 1969.63599921093 71.3 0.58 5.3 13.1 9 6.6 41 77 25 1.65 0.136 12.1 5.91 -28.76 9.6 4.9 21.7 26.6 18.3 31.4 49.7 13.4 9.7 23.1 63170 8.20912320898 1000.12889697 463.387724324188 18.6140695204812 477.394510543614 64.9 11.5232083333333 0.65892887049534 24.6881032869833 82.4566717002061 3.33993546372115 0.377 0.76804428202451 2.7146981348693 1.58451815971046 2.70866949404115 4.78700951075344 0.573684318432745 347.8208657 2.849152853 2.867161227 0.212248297 4.94059558755599 3.4261944026386 0.693478011288407
"159" "Sample_159" 90 56.0138888888889 13.5880555555556 "Forest" "Forest" 4 "Forest" "09-sep" "Moraine" 582.816136679659 460.8 0.15 4.1 8.7 22.8 18.6 100 26 28 24.3 1.3 18.7 1.72 -28.95 36.5 120.9 85.4 206.3 262.6 106.4 369.1 141.7 21 162.8 63030 8.08530997138 807.852270343 510.710879222358 20.3110192825855 497.775564489456 NA 5.70379901960784 0.757449841664169 27.8437678744177 123.154182113047 4.42304298285 0.328 5.20101225518418 1.96425943632545 5.12625006378251 2.45568207447463 7.3509609462378 1.36869022246745 521.2410145 2.847104976 2.582842798 0.198688615 4.58433486569661 3.38805168828873 0.739049783130076
"160" "Sample_160" 90 56.0188888888889 13.5852777777778 "Abandoned grassland" "Recent" 2 "Grassland" "09-sep" "Moraine" 582.816136679659 34.5 1.04 5.1 3.8 17 12.6 74 62 20 3.64 0.271 13.4 2.97 -27.78 37.9 35.6 23.4 59 106.7 32.4 139.1 71.1 9 80.1 63030 8.08530997138 807.852270343 469.563492679396 19.8920452544784 452.77 46.1190753690754 12.8493055555555 1.30666666666667 25.1158161904538 64.8 2.58004754886802 0.282 0.473677176622068 1.70614905835547 1.42009632901368 3.56025000682031 1.61485651978747 0.733351439430119 437.4216961 2.926925937 2.840514796 0.207681861 4.64875203182645 3.50286754426617 0.753507074648145
"161" "Sample_161" 91 56.0141666666667 13.5836111111111 "Forest" "Forest" 4 "Forest" "09-sep" "Moraine" 1207.08369542744 85.8 0.38 4.1 2.6 13.6 10.2 28 31 43 13.2 0.509 25.9 -1.06 -28.33 50.2 31.4 0 31.4 100.3 0.2 100.5 68.9 0.2 69.1 63030 8.08530997138 807.852270343 495.593283562828 38.8033889688775 NA 83.25 6.00766666666667 0.656666666666667 12.6513984454798 NA NA 0.754 3.44411887037272 3.22974698733547 4.42562992052516 6.41334423467749 5.52434761225278 0.317118588738725 NA NA NA NA 4.30064410150092 3.91500800258492 0.910330617969198
"162" "Sample_162" 91 56.0230555555556 13.5947222222222 "Grazed grassland" "Managed" 1 "Grassland" "09-sep" "Silt" 1207.08369542744 39.8 1.09 4.8 9.5 20.5 14.7 83 46 40 6.35 0.372 17.1 3.28 -28.65 69.2 59.1 45.5 104.6 58.5 28.8 87.3 -0.6 -16.7 -17.3 143440 2.29327666012 995.607247255 449.751999302661 19.4953876111041 456.442857142857 44.9246913580247 15.6939756446992 1.045 25.6615910026582 50.5 1.96792163022039 0.562 7.19675336769957 2.63723199860732 3.70599936024926 2.5255355970478 10.4462044972857 0.95527823073007 NA NA NA NA 4.53995252549284 3.26812988620319 0.719859925374091
"163" "Sample_163" 92 56.0113888888889 13.5875 "Forest" "Forest" 4 "Forest" "09-sep" "Moraine" 994.895877278548 NA NA 4.1 5.6 17.3 26.5 72 15 25 40.2 1.49 27 0.01 -28.89 NA 250.6 17.5 268.1 246.9 0.9 247.8 -3.7 -16.6 -20.3 63030 8.08530997138 807.852270343 502.116800030695 29.2530335760068 561.146128068499 93.45 10.177875 0.853628902877255 19.0920101470091 166.466242210395 8.71915743437174 1.572 10.0684298257884 18.2983465382777 16.1353014687903 39.4410729831781 15.8253434934294 2.25448988859715 NA NA NA NA 4.00941206295159 3.51095461036088 0.875678168079396
"164" "Sample_164" 92 56.0175 13.5991666666667 "Grazed former arable field" "Managed" 1 "Grassland" "09-sep" "Moraine" 994.895877278548 34 0.93 5.1 3.2 8.5 6.5 32 63 19 3.7 0.259 14.3 3.64 -28.34 34.4 28.1 22 50.1 92.1 20 112 64 -2 61.9 63030 8.08530997138 807.852270343 473.503539507834 21.8794559176224 484.079337313604 60.2994949494949 9.06416666666667 0.998264543538502 20.66111174163 100.598921801261 4.86899848658989 0.108 2.4329206954088 2.44862170907173 4.27513859375293 3.94577020407255 4.99538390385962 0.860877928298807 NA NA NA NA 4.59399603382102 2.81771525114267 0.61334734083326
"165" "Sample_165" 93 55.5680555555556 13.2405555555556 "Abandoned grassland" "Recent" 2 "Grassland" "09-sep" "Silt" NA NA NA 5.7 9.6 8.2 9.1 219 44 29 1.73 0.127 13.6 2.73 -27.57 NA 3.9 42.2 46.1 7.7 35 42.8 3.8 -7.2 -3.3 53310 8.99868333333 757.513568117 433.234154100751 16.8634440665927 429.296684743255 22.225 17.0796735986748 2.24652958717734 29.0959477116465 54.0675 1.85824845905803 NA NA NA NA NA NA NA NA NA NA NA 4.95006440709021 2.99955969778992 0.605963771601336
"166" "Sample_166" 94 55.5572222222222 13.2966666666667 "Forest" "Forest" 4 "Forest" "09-sep" "Sandy silt" NA NA NA 4.2 7.6 7.8 6.5 28 36 49 2.92 0.148 19.7 1.25 -28.29 NA 14.9 15.2 30.1 38.1 7.6 45.7 23.2 -7.6 15.6 53310 8.32301807732 757.513568117 493.751368653584 24.5776972147676 509.34806403425 75.187037037037 11.2326875 0.941814451438628 21.6258071492533 166.466242210395 7.69757360090684 NA NA NA NA NA NA NA NA NA NA NA 4.02612508257518 2.97726701767899 0.739486964914335
"167" "Sample_167" 95 55.5888888888889 13.6552777777778 "Forest" "Forest" 4 "Forest" "10-sep" "Sandy silt" 3287.08306893796 32.5 0.67 4.2 3.5 7 5.8 17 24 19 6.78 0.284 23.9 0.99 -28.69 45.4 18.7 0 18.7 27.1 0 27.1 8.4 0 8.4 53450 8.31259173315 697.833188533 507.892127007051 39.4142291291464 561.146128068499 122 7.23075 0.60225780575451 13.2264946056815 166.466242210395 12.5858171173252 0.441 3.03763806109332 0.260501972226837 4.35592493350006 4.35289086549301 1.95276118872532 0.505574103797533 616.5408835 2.410004668 2.720012808 0.207817643 4.54292495696856 3.49749564950612 0.769877487001228
"168" "Sample_168" 95 55.5610952695628 13.6376385590004 "Grazed grassland" "Managed" 1 "Grassland" "10-sep" "Sandy silt" 3287.08306893796 40 1.32 5.3 9.6 9.5 6.5 49 30 47 1.65 0.142 11.6 6.63 -29.08 21.8 35.6 23.9 59.5 23.1 14 37.1 -12.5 -9.9 -22.4 53340 8.38684383887 774.093485288 424.46530624146 16.706451194549 389.561234996976 NA 10.50925 NA 31.2719520867675 49.10625 1.57029691858536 0.182 1.88991227414352 0.939611396248044 2.85181928626886 0.640408251731352 1.28337865393552 0.60732922084372 300.416455 3.121866018 2.839024913 0.211989265 4.89610597146786 3.13191531011452 0.639674739142864
